Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2016-01-04,54.32,54.8,53.39,54.8,53777963.0,0.0,1.0,52.55689109033711,53.021311335612545,51.657076865115954,53.021311335612545,53777963.0
2016-01-05,54.93,55.39,54.54,55.05,34079674.0,0.0,1.0,53.147091818707985,53.59216122043028,52.769750369421686,53.26319688002684,34079674.0
2016-01-06,54.32,54.4001,53.64,54.05,39518863.0,0.0,1.0,52.55689109033711,52.634391218767455,51.89896240953024,52.295654702369674,39518863.0
2016-01-07,52.7,53.485,52.07,52.17,56564852.0,0.0,1.0,50.98947276253251,51.74899337199338,50.37992119060849,50.47667540837421,56564852.0
2016-01-08,52.37,53.28,52.15,52.33,48753969.0,0.0,1.0,50.67018384390564,51.55064722557366,50.457324564821064,50.63148215679936,48753969.0
2016-01-11,52.51,52.85,51.46,52.3,36943756.0,0.0,1.0,50.805639748777644,51.13460408918108,49.789720462237625,50.60245589146964,36943756.0
2016-01-12,52.76,53.1,52.06,52.78,36095539.0,0.0,1.0,51.04752529319194,51.37648963359538,50.37024576883193,51.06687613674508,36095539.0
2016-01-13,53.8,54.07,51.3038,51.64,66883571.0,0.0,1.0,52.05376915795539,52.31500554592282,49.63859037408758,49.96387805421592,66883571.0
2016-01-14,52.0,53.4163,51.57,53.11,52381918.0,0.0,1.0,50.31219323817249,51.68252322438833,49.89615010177992,51.38616505537195,52381918.0
2016-01-15,51.31,51.97,50.34,50.99,71820697.0,0.0,1.0,49.64458913558905,50.28316697284278,48.706073223261605,49.33497563873876,71820697.0
2016-01-19,51.48,51.68,50.06,50.56,43564538.0,0.0,1.0,49.809071305790766,50.0025797413222,48.4351614135176,48.91893250234618,43564538.0
2016-01-20,49.98,51.38,49.1,50.79,63272993.0,0.0,1.0,48.35775803930502,49.71231708802505,47.50632092296672,49.14146720320733,63272993.0
2016-01-21,51.0,51.58,50.3,50.48,40191157.0,0.0,1.0,49.34465106051533,49.90582552355648,48.667371536155315,48.8415291281336,40191157.0
2016-01-22,51.41,52.33,51.26,52.29,37555789.0,0.0,1.0,49.741343353354765,50.63148215679936,49.59621202670619,50.59278046969307,37555789.0
2016-01-25,51.94,52.65,51.65,51.79,34707717.0,0.0,1.0,50.25414070751306,50.94109565364965,49.97355347599248,50.109009380864485,34707717.0
2016-01-26,51.79,52.44,51.55,52.17,28900820.0,0.0,1.0,50.109009380864485,50.73791179634164,49.87679925822677,50.47667540837421,28900820.0
2016-01-27,52.01,52.2,51.0201,51.22,36775194.0,0.0,1.0,50.32186865994906,50.50570167370393,49.36409865828624,49.55751033959991,36775194.0
2016-01-28,51.86,52.21,51.25,52.055,62513789.0,0.0,1.0,50.17673733330049,50.515377095480495,49.58653660492962,50.36540805794364,62513789.0
2016-01-29,54.73,55.09,54.0,55.09,83611686.0,0.0,1.0,52.95358338317654,53.30189856713313,52.24727759348682,53.30189856713313,83611686.0
2016-02-01,54.88,55.09,54.495,54.71,44208542.0,0.0,1.0,53.098714709825124,53.30189856713313,52.726210971427115,52.93423253962341,44208542.0
2016-02-02,54.17,54.26,52.65,53.0,56313753.0,0.0,1.0,52.411759763688536,52.49883855967768,50.94109565364965,51.279735415829656,56313753.0
2016-02-03,53.25,53.39,51.26,52.16,57559814.0,0.0,1.0,51.52162096024395,51.657076865115954,49.59621202670619,50.466999986597635,57559814.0
2016-02-04,52.1,52.81,51.37,52.0,46987123.0,0.0,1.0,50.40894745593821,51.0959024020748,49.702641666248475,50.31219323817249,46987123.0
2016-02-05,51.94,52.0,49.56,50.16,62008994.0,0.0,1.0,50.25414070751306,50.31219323817249,47.951390324689015,48.53191563128331,62008994.0
2016-02-08,49.55,49.57,48.19,49.41,59290497.0,0.0,1.0,47.94171490291244,47.961065746465586,46.6258575412987,47.806258998040434,59290497.0
2016-02-09,49.02,50.24,48.67,49.28,46740474.0,0.0,1.0,47.42891754875415,48.60931900549589,47.09027778657414,47.68047851494501,46740474.0
2016-02-10,49.89,50.39,49.52,49.71,38236954.0,0.0,1.0,48.27067924331588,48.75445033214446,47.91268863758273,48.09652165133759,38236954.0
2016-02-11,48.68,50.11,48.51,49.69,48878571.0,0.0,1.0,47.09995320835071,48.48353852240045,46.93547103814899,48.07717080778444,48878571.0
2016-02-12,50.25,50.68,49.75,50.5,34243324.0,0.0,1.0,48.618994427272455,49.035037563665036,48.13522333844388,48.86087997168675,34243324.0
2016-02-16,50.9,51.09,50.13,51.09,37291208.0,0.36,1.0,49.594916667830645,49.78004504046106,48.84465957874952,49.78004504046106,37291208.0
2016-02-17,51.49,52.77,51.45,52.42,40788968.0,0.0,1.0,50.16978898284087,51.416969598456255,50.13081458860289,51.075943648873924,40788968.0
2016-02-18,52.33,52.95,52.1,52.19,27176035.0,0.0,1.0,50.988251261838464,51.59235437252717,50.76414849497007,50.851840882005526,27176035.0
2016-02-19,51.97,52.28,51.53,51.82,33559073.0,0.0,1.0,50.63748171369664,50.939533269040986,50.208763377078846,50.49132773530421,33559073.0
2016-02-22,52.28,53.0,52.28,52.65,25008291.0,0.0,1.0,50.939533269040986,51.641072365324646,50.939533269040986,51.30004641574231,25008291.0
2016-02-23,52.34,52.37,50.98,51.18,28895274.0,0.0,1.0,50.99799486039796,51.02722565607644,49.67286545630661,49.867737427496515,28895274.0
2016-02-24,50.69,51.5,50.2,51.36,33014457.0,0.0,1.0,49.390301098081245,50.17953258140036,48.91286476866598,50.04312220156743,33014457.0
2016-02-25,51.73,52.1,50.61,52.1,26939467.0,0.0,1.0,50.40363534826875,50.76414849497007,49.31235230960529,50.76414849497007,26939467.0
