Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2016-01-04,102.61,105.368,102.0,105.35,67649387.0,0.0,1.0,99.94609354452292,102.63249180975822,99.35193004133455,102.61495911622151,67649387.0
2016-01-05,105.75,105.85,102.41,102.71,55790992.0,0.0,1.0,103.00457452814832,103.10197838113002,99.75128583855953,100.04349739750462,55790992.0
2016-01-06,100.56,102.37,99.87,100.7,68457388.0,0.0,1.0,97.94931455839807,99.71232429736685,97.27722797282433,98.08567995257245,68457388.0
2016-01-07,98.68,100.13,96.43,96.45,81094428.0,0.0,1.0,96.1181221223421,97.53047799057676,93.92653543025384,93.94601620085018,81094428.0
2016-01-08,98.55,99.11,96.76,96.96,70798016.0,0.0,1.0,95.99149711346588,96.53695869016342,94.24796814509345,94.44277585105684,70798016.0
2016-01-11,98.97,99.06,97.34,98.53,49739377.0,0.0,1.0,96.40059329598903,96.48825676367257,94.81291049238732,95.97201634286955,49739377.0
2016-01-12,100.55,100.69,98.8399,99.96,49154227.0,0.0,1.0,97.9395741730999,98.07593956727428,96.27387088325983,97.36489144050786,49154227.0
2016-01-13,100.32,101.19,97.3,97.39,62439631.0,0.0,1.0,97.71554531124198,98.56295883218277,94.77394895119463,94.86161241887817,62439631.0
2016-01-14,97.96,100.48,95.74,99.52,63170127.0,0.0,1.0,95.41681438087384,97.87139147601272,93.2544488446801,96.93631448738837,63170127.0
2016-01-15,96.2,97.71,95.36,97.13,79833891.0,0.0,1.0,93.70250656839593,95.1733047484196,92.88431420334963,94.60836240112573,79833891.0
2016-01-19,98.41,98.65,95.5,96.66,53087747.0,0.0,1.0,95.8551317192915,96.0889009664476,93.02067959752402,94.15056429211174,53087747.0
2016-01-20,95.1,98.1897,93.42,96.79,72334416.0,0.0,1.0,92.63106418559721,95.64055103117282,90.99467945550465,94.27718930098797,72334416.0
2016-01-21,97.06,97.88,94.94,96.3,52161463.0,0.0,1.0,94.54017970403855,95.33889129848849,92.47521802082649,93.79991042137762,52161463.0
2016-01-22,98.63,101.46,98.37,101.42,65800467.0,0.0,1.0,96.06942019585124,98.82594923523337,95.81617017809883,98.78698769404069,65800467.0
2016-01-25,101.52,101.53,99.21,99.44,51794525.0,0.0,1.0,98.88439154702239,98.89413193232056,96.6343625431451,96.85839140500302,51794525.0
2016-01-26,99.93,100.88,98.07,99.99,75077002.0,0.0,1.0,97.33567028461336,98.2610068879395,95.52395861915372,97.39411259640237,75077002.0
2016-01-27,96.04,96.6289,93.34,93.42,133369674.0,0.0,1.0,93.54666040362521,94.12027169383444,90.9167563731193,90.99467945550465,133369674.0
2016-01-28,93.79,94.52,92.39,94.09,55678825.0,0.0,1.0,91.35507371153695,92.06612183830335,89.99141976979314,91.64728527048204,55678825.0
2016-01-29,94.79,97.34,94.35,97.34,64416504.0,0.0,1.0,92.32911224135395,94.81291049238732,91.90053528823447,94.81291049238732,64416504.0
2016-02-01,96.47,96.71,95.4,96.43,40943541.0,0.0,1.0,93.96549697144651,94.19926621860259,92.92327574454232,93.92653543025384,40943541.0
2016-02-02,95.42,96.04,94.28,94.48,37357215.0,0.0,1.0,92.94275651513867,93.54666040362521,91.83235259114727,92.02716029711068,37357215.0
2016-02-03,95.0,96.84,94.08,96.35,45964294.0,0.0,1.0,92.53366033261551,94.3258912274788,91.63754488518387,93.84861234786847,45964294.0
2016-02-04,95.86,97.33,95.19,96.6,46471652.0,0.52,1.0,93.87395348278706,95.31349773085401,93.21783467584498,94.59862201582756,46471652.0
2016-02-05,96.52,96.92,93.69,94.02,46418064.0,0.0,1.0,94.52027947171507,94.91199219227751,91.74891197373586,92.07207496819987,46418064.0
2016-02-08,93.13,95.7,93.04,95.01,54021375.0,0.0,1.0,91.20051416494846,93.7172683945621,91.11237880282192,93.0415639515919,54021375.0
2016-02-09,94.29,95.94,93.93,94.99,44331195.0,0.0,1.0,92.33648105457952,93.95229602689955,91.98393960607333,93.02197831556377,44331195.0
2016-02-10,95.92,96.35,94.1,94.27,42343601.0,0.0,1.0,93.93271039087143,94.35380156547603,92.15041751231236,92.31689541855138,42343601.0
2016-02-11,93.79,94.72,92.59,93.7,50074711.0,0.0,1.0,91.84684015387649,92.75757222918413,90.67170199218918,91.75870479174993,50074711.0
2016-02-12,94.19,94.5,93.01,93.99,40351381.0,0.0,1.0,92.23855287443891,92.5421302328748,91.08300034877973,92.04269651415768,40351381.0
2016-02-16,95.02,96.85,94.61,96.64,49057916.0,0.0,1.0,93.05135676960595,94.84344246617908,92.64985123102946,94.63779328788381,49057916.0
2016-02-17,96.67,98.21,96.15,98.12,44863243.0,0.0,1.0,94.667171741926,96.17526571609135,94.15794520519484,96.08713035396481,44863243.0
2016-02-18,98.84,98.89,96.091,96.26,39020983.0,0.0,1.0,96.7922132509772,96.8411773410475,94.10016757891187,94.2656662033495,39020983.0
2016-02-19,96.0,96.7599,95.8,96.04,35374173.0,0.0,1.0,94.01105293498392,94.7552091758724,93.8151965747027,94.05022420704016,35374173.0
2016-02-22,96.31,96.9,95.92,96.88,34280758.0,0.0,1.0,94.3146302934198,94.8924065562494,93.93271039087143,94.87282092022126,34280758.0
2016-02-23,96.4,96.5,94.55,94.69,31942633.0,0.0,1.0,94.40276565554636,94.50069383568696,92.5910943229451,92.72819377514195,31942633.0
2016-02-24,93.98,96.38,93.32,96.1,36255745.0,0.0,1.0,92.03290369614363,94.38318001951822,91.38657770721561,94.10898111512452,36255745.0
2016-02-25,96.05,96.76,95.25,96.76,27582659.0,0.0,1.0,94.06001702505422,94.75530710405255,93.27659158392936,94.75530710405255,27582659.0
2016-02-26,97.2,98.0237,96.58,96.91,28991131.0,0.0,1.0,95.18619109667122,95.9928255164894,94.57903637979945,94.90219937426345,28991131.0
2016-02-29,96.86,98.23,96.65,96.69,35216277.0,0.0,1.0,94.85323528419315,96.19485135211949,94.64758610589787,94.68675737795411,35216277.0
2016-03-01,97.65,100.77,97.42,100.53,50407147.0,0.0,1.0,95.62686790730396,98.68222712769092,95.40163309298056,98.44719949535347,50407147.0
2016-03-02,100.51,100.89,99.64,100.75,33169560.0,0.0,1.0,98.42761385932535,98.79974094385966,97.57563869210206,98.66264149166281,33169560.0
2016-03-03,100.58,101.7099,100.45,101.5,36955742.0,0.0,1.0,98.49616358542377,99.60265409283251,98.36885695124099,99.39710284271737,36955742.0
2016-03-04,102.37,103.75,101.37,103.01,46055100.0,0.0,1.0,100.24907800994066,101.60048689588105,99.26979620853459,100.87581836284056,46055100.0
2016-03-07,102.39,102.83,100.96,101.87,35915810.0,0.0,1.0,100.26866364596879,100.69954763858746,98.86829066995807,99.75943710923762,35915810.0
2016-03-08,100.78,101.76,100.4,101.03,31182194.0,0.0,1.0,98.69201994570498,99.65171611108296,98.31989286117069,98.93684039605651,31182194.0
2016-03-09,101.31,101.58,100.27,101.12,27201683.0,0.0,1.0,99.21103930045021,99.47544538682985,98.19258622698788,99.02497575818306,27201683.0
2016-03-10,101.41,102.24,100.15,101.17,33513577.0,0.0,1.0,99.30896748059082,100.12177137575786,98.07507241081916,99.07393984825336,33513577.0
2016-03-11,102.24,102.28,101.5,102.26,27408237.0,0.0,1.0,100.12177137575786,100.16094264781411,99.39710284271737,100.141357011786,27408237.0
2016-03-14,101.91,102.91,101.78,102.52,25076062.0,0.0,1.0,99.79860838129386,100.77789018269995,99.67130174711107,100.39597028015157,25076062.0
2016-03-15,103.96,105.18,103.85,104.58,40067734.0,0.0,1.0,101.80613607417632,103.00085987189176,101.69841507602166,102.4132907910481,40067734.0
2016-03-16,104.61,106.31,104.59,105.97,38303493.0,0.0,1.0,102.44266924509029,104.10744830748062,102.42308360906216,103.77449249500256,38303493.0
2016-03-17,105.52,106.47,104.96,105.8,34420705.0,0.0,1.0,103.33381568436981,104.2641333957056,102.78541787558241,103.60801458876352,34420705.0
