Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2016-01-04,41.06,41.19,40.34,40.69,3287335.0,0.0,1.0,40.51919260547164,40.64748035604911,39.80867583304252,40.15406593075111,3287335.0
2016-01-05,40.73,40.95,40.34,40.55,2587246.0,0.0,1.0,40.19353908477495,40.41064143190608,39.80867583304252,40.01590989166767,2587246.0
2016-01-06,40.24,40.99,40.05,40.73,2103619.0,0.0,1.0,39.70999294798292,40.45011458592992,39.522495466369676,40.19353908477495,2103619.0
2016-01-07,40.14,40.15,38.81,39.0,3504314.0,0.0,1.0,39.611310062923316,39.62117835142927,38.29882769163064,38.48632517324388,3504314.0
2016-01-08,39.22,39.705,38.465,38.59,3736768.0,0.0,1.0,38.703427520374994,39.18203951291405,37.958371738175025,38.081725344499525,3736768.0
2016-01-11,38.71,38.9,37.41,37.94,2818611.0,0.0,1.0,38.20014480657104,38.38764228818428,36.91726730079624,37.44028659161212,2818611.0
2016-01-12,38.43,38.58,37.6462,38.19,1989379.0,0.0,1.0,37.92383272840416,38.07185705599356,37.15035627530702,37.68699380426112,1989379.0
2016-01-13,38.35,38.47,36.715,36.86,4206638.0,0.0,1.0,37.84488642035648,37.963305882428,36.23142124963203,36.37451143296845,4206638.0
2016-01-14,36.94,37.8799,36.55,37.61,2893372.0,0.0,1.0,36.45345774101612,37.380978177691304,36.06859448928368,37.114633070915446,2893372.0
2016-01-15,36.67,37.56,36.55,37.11,2994386.0,0.0,1.0,36.187013951355205,37.065291628385644,36.06859448928368,36.621218645617446,2994386.0
2016-01-19,37.64,37.92,36.79,37.2,2506559.0,0.0,1.0,37.14423793643332,37.4205500146002,36.30543341342673,36.710033242171086,2506559.0
2016-01-20,36.68,37.61,36.13,37.26,2469088.0,0.0,1.0,36.19688223986117,37.114633070915446,35.65412637203337,36.76924297320684,2469088.0
2016-01-21,37.35,37.83,36.81,37.23,2298372.0,0.0,1.0,36.85805756976048,37.33173541804656,36.325169990438646,36.73963810768896,2298372.0
2016-01-22,37.91,38.18,37.58,37.98,1834467.0,0.0,1.0,37.41068172609424,37.67712551575516,37.08502820539756,37.47975974563596,1834467.0
2016-01-25,37.4,38.03,37.4,37.61,1831240.0,0.0,1.0,36.907399012290284,37.52910118816576,36.907399012290284,37.114633070915446,1831240.0
2016-01-26,37.89,37.96,37.36,37.51,1755032.0,0.0,1.0,37.39094514908232,37.46002316862404,36.867925858266446,37.01595018585584,1755032.0
2016-01-27,37.39,37.92,36.81,37.05,1479446.0,0.0,1.0,36.89753072378432,37.4205500146002,36.325169990438646,36.56200891458168,1479446.0
2016-01-28,37.27,37.27,36.01,36.11,3479452.0,0.0,1.0,36.779111261712806,36.779111261712806,35.535706909961846,35.63438979502145,3479452.0
2016-01-29,36.44,37.69,36.31,37.65,2959863.0,0.0,1.0,35.960043315718124,37.19357937896312,35.83175556514065,37.154106224939284,2959863.0
