Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2016-01-04,135.6,135.97,134.24,135.95,5229231.0,0.0,1.0,129.6143274839327,129.96799489668385,128.31436077760418,129.94887773923782,5229231.0
2016-01-05,136.76,136.89,134.8501,135.85,3924785.0,0.0,1.0,130.72312261580115,130.8473841392002,128.89752966549463,129.8532919520078,3924785.0
2016-01-06,134.38,135.58,133.62,135.17,4310774.0,0.0,1.0,128.4481808797262,129.5952103264867,127.72172889677793,129.20330859884353,4310774.0
2016-01-07,133.7,135.02,132.43,132.86,7024500.0,0.0,1.0,127.79819752656195,129.0599299179985,126.58425802874048,126.99527691382966,7024500.0
2016-01-08,133.18,133.816,131.32,131.63,4762583.0,0.0,1.0,127.30115143296577,127.90907703974881,125.52325579048703,125.81957173090015,4762583.0
2016-01-11,131.81,133.82,131.76,133.23,4974236.0,0.0,1.0,125.99162614791423,127.912900471238,125.94383325429921,127.34894432658078,4974236.0
2016-01-12,133.65,133.78,131.13,132.9,5078360.0,0.0,1.0,127.75040463294695,127.874666156346,125.34164279474996,127.03351122872166,5078360.0
2016-01-13,133.5,134.2799,131.1,131.17,4700115.0,0.0,1.0,127.60702595210189,128.35249950670897,125.31296705858095,125.37987710964197,4700115.0
2016-01-14,131.93,133.79,131.22,132.91,5709426.0,0.0,1.0,126.10632909259029,127.884224735069,125.42767000325699,127.04306980744465,5709426.0
2016-01-15,130.01,130.88,128.87,130.03,9007945.0,0.0,1.0,124.27108197777352,125.10267832667486,123.18140400335109,124.29019913521954,9007945.0
2016-01-19,130.11,132.1,128.06,128.11,9955973.0,0.0,1.0,124.36666776500358,126.26882493088134,122.40715912678777,122.4549520204028,9955973.0
2016-01-20,118.46,123.99,118.0,121.86,16157769.0,0.0,1.0,113.23092355270403,118.51681758652518,112.79122893144586,116.48084031852537,16157769.0
2016-01-21,121.3,125.1,120.5751,122.91,8851531.0,0.0,1.0,115.94555991003715,119.57781982477862,115.25265853840659,117.48449108444076,8851531.0
2016-01-22,124.67,124.74,121.77,122.5,9238219.0,0.0,1.0,119.16680093968945,119.23371099075048,116.39481311001832,117.0925893567976,9238219.0
2016-01-25,122.1,124.23,121.64,122.08,5445560.0,0.0,1.0,116.71024620787745,118.74622347587729,116.27055158661928,116.69112905043144,5445560.0
2016-01-26,122.25,123.61,122.24,122.59,4617414.0,0.0,1.0,116.8536248887225,118.15359159505104,116.8440663099995,117.17861656530465,4617414.0
2016-01-27,122.73,123.37,120.65,120.96,5025161.0,0.0,1.0,117.31243666742671,117.92418570569895,115.3242522930419,115.620568233455,5025161.0
2016-01-28,121.26,122.83,121.01,122.22,3942537.0,0.0,1.0,115.90732559514514,117.40802245465673,115.66836112707004,116.8249491525535,3942537.0
2016-01-29,123.28,124.79,122.96,124.79,8248077.0,0.0,1.0,117.83815849719191,119.2815038843655,117.53228397805579,119.2815038843655,8248077.0
2016-02-01,124.4,125.29,123.71,124.83,3574834.0,0.0,1.0,118.90871931416835,119.7594328205157,118.24917738228108,119.31973819925751,3574834.0
2016-02-02,123.67,124.14,122.64,122.94,3287218.0,0.0,1.0,118.21094306738907,118.66019626737025,117.22640945891966,117.51316682060978,3287218.0
2016-02-03,123.99,125.4499,122.29,124.72,6223424.0,0.0,1.0,118.51681758652518,119.91227449429653,116.89185920361453,119.21459383330448,6223424.0
2016-02-04,125.08,128.5,125.0,127.65,5265650.0,0.0,1.0,119.55870266733261,122.82773659059994,119.48223403754858,122.01525739914462,5265650.0
2016-02-05,127.22,128.64,125.85,128.57,7176765.0,0.0,1.0,121.60423851405544,122.96155669272198,120.2947132290039,122.89464664166097,7176765.0
