Date,stock_ret,bench_ret,const
2016-05-24,0.015244218604168957,0.013681382915580749,1
2016-05-25,0.01756894790602551,0.00697474041621648,1
2016-05-26,0.007930134511148997,-0.00021044370918173544,1
2016-05-27,-0.0005975500448217146,0.004286857365622698,1
2016-05-31,-0.004882909815645234,-0.0010052632800821898,1
2016-06-01,-0.014019627478467066,0.001135042349897221,1
2016-06-02,-0.007515742433474182,0.002824678244809108,1
2016-06-03,0.0020466639377824053,-0.0029118146788910683,1
2016-06-06,0.007250816993460179,0.004897281051188994,1
2016-06-07,0.0040555611882814,0.0012894463918682543,1
2016-06-08,-0.0009088155104492538,0.003309566355868269,1
2016-06-09,0.007176066302805949,-0.0017177586918261142,1
2016-06-10,-0.008228800802809138,-0.009175181133125201,1
2016-06-13,-0.01507639380755364,-0.008115191023280278,1
2016-06-14,0.0012327922745022628,-0.0017988855029992755,1
2016-06-15,-0.003283398317249577,-0.0018407126972377892,1
2016-06-16,0.004220712373892825,0.0031329905865315156,1
2016-06-17,-0.022757560225531836,-0.003257965164692659,1
2016-06-20,-0.002412671771733637,0.005808185112367291,1
2016-06-21,0.008517350157719789,0.0027120614424577514,1
2016-06-22,-0.003753518923982641,-0.0016515635798043402,1
2016-06-23,0.005756148613286661,0.013364078570495473,1
2016-06-24,-0.028095733610820954,-0.03591979991551379,1
2016-06-27,-0.01456102783725591,-0.01809650212020111,1
2016-06-28,0.01684050412864013,0.017770165208875394,1
2016-06-29,0.008654770808838039,0.017032672710494526,1
2016-06-30,0.012711864406786358,0.013565044272758035,1
2016-07-01,0.003033472803346243,0.0019486024753912218,1
2016-07-05,-0.00938575451037609,-0.006847477275031027,1
2016-07-06,0.0056848089272530915,0.0053529629349093584,1
2016-07-07,0.004291845493561875,-0.0008715777825870532,1
2016-07-08,0.007713154054616266,0.015253349299217423,1
2016-07-11,0.003103020273072644,0.0034086155847900335,1
2016-07-12,0.004537017941835479,0.007009293462734553,1
2016-07-13,-0.00564565797577003,0.00013476772627251274,1
2016-07-14,0.01982037782595221,0.005259203949780416,1
2016-07-15,-0.00010122482032348026,-0.0009289474292316422,1
2016-07-18,0.01062968212187959,0.0023822952916738127,1
2016-07-19,0.00040068115796885795,-0.0014351739837110476,1
2016-07-20,0.0009011715229879733,0.004270300527854589,1
2016-07-21,-0.005302120848339608,-0.003612529073708161,1
2016-07-22,-0.007744141607162227,0.004553964517894301,1
2016-07-25,-0.013379282383951824,-0.0030114752038671484,1
2016-07-26,-0.006883090199297114,0.00032278462630765874,1
2016-07-27,0.06496327712836679,-0.0011985423438815265,1
2016-07-28,0.013501699854258779,0.0016062092674702202,1
2016-07-29,-0.001245926777810994,0.0016313092282023236,1
2016-08-01,0.017656654831638276,-0.001269787392142437,1
2016-08-02,-0.014804337576629235,-0.006361619668044342,1
2016-08-03,0.012538284839183424,0.003133943389343499,1
2016-08-04,0.0061442480386059905,0.00021257191858254097,1
2016-08-05,0.015207329743999302,0.008603496361326275,1
2016-08-08,0.008280610346070777,-0.0009071652887538071,1
2016-08-09,0.004060164252154808,0.0003897936354918974,1
2016-08-10,-0.00744416873454231,-0.0028646859977113953,1
2016-08-11,-0.0006481481481147384,0.004734588091577449,1
2016-08-12,0.0023163161307725934,-0.0007960462665462968,1
2016-08-15,0.01201700868922546,0.0027929089824626848,1
2016-08-16,-0.0009134088417767044,-0.005479077020728967,1
2016-08-17,-0.0014627902724479041,0.0018685899424381654,1
2016-08-18,-0.0012818165170553307,0.002199617391366979,1
2016-08-19,0.002566923358962058,-0.0014402716807318207,1
2016-08-22,-0.0077724945135389896,-0.0005633228782352362,1
2016-08-23,0.003133351764798286,0.0019517690543742305,1
2016-08-24,-0.00753330271014549,-0.0052402768821378,1
2016-08-25,-0.004258076460275208,-0.001365227301395816,1
2016-08-26,-0.005856651482733465,-0.0015788167596264592,1
2016-08-29,-0.0011221245557813903,0.005228047337119548,1
2016-08-30,-0.007676465081438639,-0.001953680655931468,1
2016-08-31,0.0009433962263934601,-0.002375864254739728,1
2016-09-01,0.005937794533436574,-4.138464820835689e-05,1
2016-09-02,0.00936943689681633,0.004201041315648488,1
2016-09-06,-0.000464123271130204,0.002981678758352634,1
2016-09-07,0.0065081723625441965,-0.00014638505859998407,1
2016-09-08,-0.026395819185626748,-0.0022230135011276943,1
2016-09-09,-0.02264973464747416,-0.024522068857295493,1
2016-09-12,0.02239891399206166,0.014677052525391822,1
2016-09-13,0.02550455235204786,-0.014830674013266897,1
2016-09-14,0.03423312111802312,-0.0005876766500768526,1
2016-09-15,0.03343622687136411,0.010109273250546658,1
2016-09-16,-0.0056242969629244416,-0.003772294907126729,1
2016-09-19,-0.01166028541590195,-1.860309730770861e-05,1
2016-09-20,-8.804366969346814e-05,0.0002991384143948819,1
2016-09-21,-0.0001761028440392316,0.010917162154086816,1
2016-09-22,0.009423161602850031,0.006499784681166466,1
2016-09-23,-0.01666375850637221,-0.005736774814255416,1
2016-09-26,0.0015082956258902812,-0.008587762454059558,1
2016-09-27,0.0018603827072927624,0.006444170061260637,1
2016-09-28,0.007604562737681645,0.005296553758763496,1
2016-09-29,-0.015620886353675935,-0.009321411325290326,1
2016-09-30,0.00713203173755701,0.007967969361336945,1
2016-10-03,-0.003983358413735792,-0.003260695824222057,1
2016-10-04,0.004265908282981251,-0.004955562300028953,1
2016-10-05,0.0004424778760959205,0.004296690541675125,1
2016-10-06,0.007430340557247338,0.0004815601994837626,1
2016-10-07,0.0014926683642475078,-0.00325348368171079,1
2016-10-10,0.017534630895969766,0.0046059050981358445,1
2016-10-11,0.0024987075650474964,-0.012446471763257408,1
2016-10-12,0.008508809626157604,0.0011465894253984957,1
2016-10-13,-0.0030680074995379316,-0.003099263835091018,1
2016-10-14,0.005812959480222832,0.00020160417815362803,1
2016-10-17,-0.0009348971613248222,-0.003037993821207862,1
2016-10-18,-0.0006805614632087526,0.0061604034798964915,1
2016-10-19,-0.002979484123623332,0.002191970828746938,1
2016-10-20,-0.0005122950819040903,-0.0013757238742645931,1
2016-10-21,-0.003929608747680608,-8.414170220300228e-05,1
2016-10-24,0.00882675814754554,0.004749839534638122,1
2016-10-25,0.005277601139840583,-0.003797727779456018,1
2016-10-26,-0.022494714587765557,-0.0017404114266579603,1
2016-10-27,-0.0093433688035069,-0.0029867269333876127,1
2016-10-28,-0.007160946642208295,-0.003108299365589125,1
2016-10-31,-0.001319377253994258,-0.00012227651805639517,1
2016-11-01,-0.01823146027832358,-0.006786883176217423,1
2016-11-02,0.0010765228313023053,-0.006525500629458174,1
2016-11-03,-0.01577202258270311,-0.004423400698294829,1
2016-11-04,-0.0090139306199892,-0.0016661305078948,1
2016-11-07,0.014424843807351038,0.022223544015960692,1
2016-11-08,0.005887147903317119,0.003771974424148256,1
2016-11-09,-0.0016207455429308084,0.011077020670818222,1
2016-11-10,-0.02813852813858929,0.001950745624886813,1
2016-11-11,0.006217520415764314,-0.0013979501669953202,1
2016-11-14,-0.024808632297285405,-0.00011550278623190026,1
2016-11-15,0.012956307925067898,0.007480797692708188,1
2016-11-16,0.02735505555032325,-0.0015822638011099694,1
2016-11-17,-0.0008178844056153544,0.00467636970973298,1
2016-11-18,0.0008185538880755672,-0.0023867984933359193,1
2016-11-21,0.015539803707788867,0.0074614009492722805,1
2016-11-22,0.0004474272930547492,0.002165431924250722,1
2016-11-23,-0.005143112701224338,0.0008080247522280939,1
2016-11-25,0.005079793211895279,0.003914386912404805,1
2016-11-28,-0.001967975668601361,-0.005254535651865005,1
2016-11-29,-0.0011203728601522566,0.0013352928795321763,1
2016-11-30,-0.007582215442583673,-0.002653403805348535,1
2016-12-01,-0.010262206148265273,-0.003515529214704194,1
2016-12-02,0.0036084593248891135,0.0003970064849451376,1
2016-12-05,-0.00691789550333766,0.005821305360635018,1
2016-12-06,0.0075160403299661255,0.003410888113640653,1
2016-12-07,0.01009825327509706,0.013163241734930208,1
2016-12-08,0.009629829775726281,0.002159342712376298,1
2016-12-09,0.015662912848590185,0.005938984836723531,1
2016-12-12,-0.004874621228750213,-0.0011374347616603382,1
2016-12-13,0.01672550750224922,0.006539774854251375,1
2016-12-14,-4.340466167690165e-05,-0.008117172114256143,1
2016-12-15,0.005469224759073078,0.00388322795541894,1
2016-12-16,0.0011224313589969991,-0.0017506226483432865,1
2016-12-19,0.005907718844402202,0.0019751207295131733,1
2016-12-20,0.0025292579413660767,0.0036375123841505277,1
2016-12-21,0.0011117762764822306,-0.0024573614012164844,1
2016-12-22,-0.007175807278377254,-0.0018629738593322425,1
2016-12-23,0.002581311306170898,0.0012517152222139495,1
2016-12-27,0.00626501888083884,0.002248372822705768,1
2016-12-28,-0.004179104477567813,-0.008356529202828483,1
2016-12-29,-0.0002569373073083173,-0.0002933046610003201,1
2016-12-30,-0.007538764670624037,-0.004637050387073751,1
